"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"1",0.13878889,0.01378889,-1e-04,0.08323333,0.02767778,0.05545556,"Abarema_langsdorffii","bioclim",1,1,32,300,0.688191483111814,6.59628961384337e-48,0.93671875,NA,1.8734375,1.78399938667302,0,0.7975,0.633715798764343,"spec_sens",0.0963855421686747,0.416666666666667,0.992307692307692,0.9375,0.86,0.14,0.0625,0.867469879518072,0.511764705882353,0.576923076923077,0.405405405405405
