"","species_name","algorithm","dismo_threshold","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","correlation","AUC","AUCratio","pROC","TSSmax","KAPPAmax","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"1","Abarema_langsdorffii","bioclim","spec_sens",0.05545556,0.01378889,-1e-04,0.08323333,0.01378889,0.01378889,0.624303272073058,0.9178125,1.835625,1.8587162537843,0.805,0.675981097185124,0.0963855421686747,0.571428571428571,0.985865724381625,0.875,0.93,0.07,0.125,0.924698795180723,0.65061458157939,0.691358024691358,0.528301886792453
