"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.46002395,0.04365266,1.211e-05,0.09985529,0.04079543,0.05928466,"Abarema_langsdorffii","maxnet",1,1,32,300,0.770774394270628,1.39600625609865e-66,0.959583333333333,NA,1.91916666666667,1.78860434949854,0,0.819583333333333,0.74360105913504,"spec_sens",0.0963855421686747,0.527272727272727,0.989169675090253,0.90625,0.913333333333333,0.0866666666666667,0.09375,0.912650602409639,0.620406875887084,0.666666666666667,0.5
