"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","AUC","AUCratio","pROC","pval_pROC","TSS","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","threshold","prevalence.value","PPP","NPP","sensitivity.value","specificity.value","comission","omission","accuracy","KAPPA.value"
"Abarema_langsdorffii",0.29789575,0.23687844,0.03579696,0.09578632,0.17476474,0.29942011,0.981145833333333,1.96229166666667,1.76794459342451,0,0.900833333333333,"maxent",1,1,32,300,0.811820398816683,4.22365691006745e-79,"spec_sens",0.0963855421686747,0.731707317073171,0.993127147766323,0.962360992301112,0.939073923639318,0.0609260763606824,0.0376390076988879,0.950416666666667,0.800296131778641
