"boot1","pa","lon","lat","layer.1","layer.2","layer.3","layer.4","layer.5","layer.6"
0,0,-43.4166666666667,-8.75,-8.88392755757289,9.69079444797486,-0.191685874575052,-7.81478331271772,-2.17524962191236,-7.85403923856693
0,0,-50.25,-27.0833333333333,-7.89558772589262,3.66000977212003,3.65935035047302,-7.42241372230718,-1.04736597097825,-6.23185513977368
0,0,-60.5833333333333,6.58333333333333,-12.4178195475368,6.31416554628507,1.41300227621697,-6.67347600186181,-2.18922202482595,-6.9021495016364
0,0,-61.5833333333333,-34.25,-5.39534009104533,6.73060698725164,4.18876922961787,-8.04398639252796,-0.297533782433031,-6.53739088167553
0,0,-65.25,-32.25,-4.71808548411176,8.06132038786363,3.44966208170369,-8.47278350551626,-0.429894687666934,-7.15600578449158
0,0,-67.4166666666667,-4.25,-13.7801226529985,4.96205717686408,1.64479823824547,-7.53886369459491,-1.96649213600476,-6.97570611111489
0,0,-71.75,-12.0833333333333,-12.4386710224099,5.75455580052626,1.45321616513315,-9.29503308787571,-2.38913850746572,-6.81459107399195
1,0,-51.4166666666667,-3.08333333333333,-12.7150581609964,7.08672058522697,-0.195279340641147,-7.3180478976242,0.318583184248005,-6.91286060104951
0,0,-51.75,-0.25,-12.9612240573718,6.94571098800659,0.109393926051478,-6.82351248527198,0.0534186164881001,-6.51465436196807
0,0,-64.25,-33.9166666666667,-4.98446779430209,7.65667467707293,3.93898061270792,-8.53134750159289,-0.273871487517722,-6.90267722120635
1,0,-40.5833333333333,-8.25,-7.90483525038292,9.35412382607092,-0.107388382124226,-7.10633227378771,-2.0748000750638,-7.64910344210399
0,0,-48.75,-2.58333333333333,-13.7157465395396,6.83870008709997,-0.675643125044472,-8.13475281917048,0.853256218001537,-7.77319896684033
0,0,-78.9166666666667,-6.75,-6.31632171130647,4.07174894855512,-0.689523474207679,-8.43851142863691,-2.50265129472241,-7.00919945959901
0,0,-59.25,-25.75,-7.59611252368292,8.53123492297143,3.69675486793311,-8.30261864308525,-1.02946454931432,-7.08420683564824
0,0,-49.5833333333333,-25.4166666666667,-8.17514682127462,4.16911379850453,2.99252862851005,-7.68033779773513,-1.269706740711,-5.91055245146614
0,0,-61.0833333333333,-30.5833333333333,-6.44452829665129,7.67315847699384,3.9696868000135,-8.20575132830853,-0.549857735259118,-6.67251346878632
0,0,-56.75,-18.25,-10.0275272616604,8.54785806883924,1.89003688039426,-8.16399606823486,-2.00160955310714,-6.55335119430388
1,0,-70.0833333333333,5.08333333333333,-13.0659638985359,7.25434636802343,0.33459621914604,-7.63806003094843,1.02221742615216,-6.57241180586453
0,0,-50.0833333333333,-2.58333333333333,-13.7102701084953,6.85425421253036,-0.560904276836705,-8.19362325426164,0.903862181282165,-7.72660210989775
1,0,-65.5833333333333,-8.08333333333333,-11.9343849192253,7.40796434657959,0.612353737126061,-8.45629118133803,-1.76939201704449,-6.12405819144347
0,0,-62.9166666666667,-8.41666666666666,-11.8616237588941,7.46919022528864,0.855641923539032,-8.71295288768399,-1.27382020120137,-5.89745314438182
1,0,-74.5833333333333,2.41666666666667,-12.9518326033945,5.85179156102357,1.26996708183689,-7.76340844011391,-1.85784914589612,-7.60885081691062
0,0,-57.75,-2.91666666666666,-13.3945044506142,6.66560982035463,0.563683601669234,-6.77643152691164,-0.323535342867794,-7.01497385273999
0,0,-55.0833333333333,-9.08333333333333,-11.5555102473319,7.32305246032189,0.495954165491492,-10.402021635951,1.07652142874983,-7.54774795974696
0,0,-77.4166666666667,-4.91666666666666,-13.7433538299787,4.7516569580955,2.45236961981102,-6.98403626865701,-2.86269861334157,-7.54164204664753
0,0,-68.4166666666667,-7.25,-12.9438660806539,6.06868454158349,0.785435742115115,-9.16087213035041,-1.45113930303131,-6.72192577020958
0,0,-41.9166666666667,-12.4166666666667,-6.89729475029623,7.79415904969636,-0.0160227823082656,-7.38935455514416,-2.04574591581309,-7.17286547919772
1,0,-46.25,-3.25,-12.2696484708373,7.83373166053262,-0.418396453652346,-7.46595364272096,-0.474050074238769,-7.09394469774834
0,0,-61.0833333333333,-33.9166666666667,-5.63467906890999,6.61263156446786,4.11703978590951,-8.01207892347706,-0.361140652454428,-6.52431722498502
1,0,-76.25,5.58333333333333,-19.4956691648097,-1.34361234577693,3.16644312148066,-10.9533683507207,0.515306562614604,-11.1484379828321
0,0,-58.75,-19.9166666666667,-8.78907505336442,9.37617544480221,2.31412062864463,-7.81580686130326,-1.8774533466544,-7.38667312712863
0,0,-76.0833333333333,-9.41666666666666,-7.97986779120139,6.92022083616769,0.112571836549408,-8.11979061048373,-2.74224784384542,-7.98177189995149
0,0,-41.4166666666667,-20.4166666666667,-8.27873580323675,6.39920636212577,1.31555663715528,-8.54895171364043,-1.50168354855598,-6.24465115617872
0,0,-72.0833333333333,2.75,-13.2984524062751,7.2618910258022,0.952159770391682,-7.56727322620238,0.828854138137148,-6.66241866890408
0,0,-66.5833333333333,-22.0833333333333,1.19323086434442,4.32443263926776,-0.921753675787103,-9.53808280468902,-0.630696990825455,-8.86091378203539
0,0,-63.4166666666667,-4.08333333333333,-13.0144726448916,6.25750521675146,0.829164020186643,-6.76323627889629,-1.29794136174566,-6.79237892970411
1,0,-46.4166666666667,-20.4166666666667,-8.29718014225505,5.22621920832356,0.682952402962338,-9.57589332511561,-1.4838820432066,-5.62712957357265
1,0,-54.75,-18.9166666666667,-10.0065215002842,7.84366416436994,1.48534065304977,-8.52104351614083,-1.37690391957948,-6.61834293123999
1,0,-40.75,-16.25,-8.51259155841857,7.98233765167824,1.23244962680708,-6.96799759541311,-1.74328570445306,-6.74118061850096
0,0,-44.25,-10.4166666666667,-8.40724188771064,9.73754344758978,0.569583573023399,-8.97335886493406,-1.75325672994465,-7.91641240322083
1,0,-68.9166666666667,-32.9166666666667,-2.72332627984696,7.65506062814794,3.49542410336753,-7.62887657051056,-0.312033298494859,-7.7348548140088
0,0,-81.0833333333333,-4.08333333333333,-6.30036330912364,10.8656808285573,-0.0258021355860682,-5.94725510566565,-1.49935444437533,-7.92056324790968
0,0,-59.75,-3.75,-13.1614965203264,6.50856534275608,0.899702788989475,-6.44473312426253,-0.966363624139917,-6.97587608726037
0,0,-58.5833333333333,-23.25,-8.43329217107557,8.80547397840724,3.22541554171001,-8.09806629143517,-1.45794478581874,-7.185466222581
0,0,-64.75,6.41666666666667,-13.3053283640019,7.35794031731289,0.203996059448685,-9.19801761617707,-0.975557582476973,-6.27412233303728
1,0,-62.4166666666667,-19.25,-7.50347228064695,10.1854051686667,1.94830905513387,-7.34179661897204,-1.85136755084407,-7.87516684030505
0,0,-61.25,-34.4166666666667,-5.56344288061445,6.56388224821062,4.16549966695516,-8.04456051282184,-0.287090992009461,-6.43346124940302
0,0,-56.5833333333333,3.91666666666667,-13.1952329626509,6.8634684469947,0.406685458239087,-7.61984401452626,0.144858391676002,-6.30424820321131
1,0,-73.4166666666667,6.41666666666667,-11.2632390305559,1.9898704143767,0.183292958647377,-8.79720107972889,-1.28695473869418,-6.7913056396547
0,0,-60.4166666666667,1.75,-12.5541565232589,7.63504684012519,-0.36958619765877,-7.41520036765732,-0.192102405737271,-7.43074603314278
0,0,-74.75,3.25,-8.83945857518532,2.23563510856934,-0.711324941898362,-5.75047607607648,-2.0268462987171,-5.61230762522172
1,0,-66.4166666666667,-9.41666666666666,-11.4525914313292,7.77106244813027,0.636105522698168,-8.46450362546585,-1.84645009587137,-6.17442829411716
1,0,-46.5833333333333,-2.08333333333333,-12.9496200391649,6.91782405621865,-0.254789366880395,-7.28588538216561,0.345786736077999,-7.00211998702385
1,0,-75.5833333333333,-9.08333333333333,-16.1893894773861,2.76779139689489,2.39759467267382,-12.3012751842336,-2.14020200930873,-7.59084023172187
1,0,-67.0833333333333,-7.58333333333333,-12.5196619824791,6.56589552004029,0.943374496851546,-8.83128860779688,-1.88168384209106,-6.378531354644
0,0,-46.25,-5.08333333333333,-10.0279423213227,9.09972982931161,-0.0942402749132507,-7.72271021144924,-1.46435988552782,-7.10913061363227
0,0,-68.4166666666667,4.75,-14.1532911077105,6.74926744702228,0.612319470586219,-8.01255702706365,1.08326835971571,-7.16369126969984
0,0,-67.4166666666667,-20.9166666666667,0.373858933289955,5.22916585370839,-1.105150932316,-9.02309887280926,-0.655952465471833,-8.76376594591001
0,0,-81.0833333333333,8.41666666666667,-12.7081062269377,5.6782659593017,-0.431705818732064,-8.85493729216064,1.26733927025361,-6.28993703196325
0,0,-58.5833333333333,-30.9166666666667,-7.09673009345487,6.65607040497393,4.51681869865867,-7.74135006325907,-0.514107450351524,-6.54829952498153
0,0,-53.9166666666667,-11.25,-10.9483840657968,8.21105252808486,1.04752670090134,-11.3388042802484,-1.24521732446573,-6.70249137183566
0,0,-61.5833333333333,-11.0833333333333,-10.087756805951,7.60635705369044,0.359036622978855,-9.41764822334103,-0.825495941615234,-6.45574995591836
1,0,-58.4166666666667,-9.75,-10.7442163633868,8.1848373918912,0.545043662058021,-9.54836897791003,-0.721209006792921,-6.43189143611788
0,0,-75.25,-1.08333333333333,-13.9133017353266,4.42617051734863,1.90394108923536,-7.25102339764323,-1.38422632907199,-7.72974232554841
1,0,-78.25,-5.75,-8.0654506734695,6.01842296943343,0.0424503805010664,-5.97529567124874,-2.75596228972216,-7.22650794159228
0,0,-59.0833333333333,-16.25,-10.3547366952901,8.17942996584738,1.80486867454378,-9.40681559248257,-2.0291469541883,-6.72953805889164
0,0,-70.4166666666667,7.25,-11.8577868710004,8.23466880185108,0.0313878401871749,-7.11039530985353,0.212301265450983,-6.43331755749846
0,0,-51.9166666666667,-5.41666666666666,-11.5419009547959,7.26816070893327,-0.243175462079748,-7.77628567035109,-0.305856504726288,-7.30753976154792
1,0,-69.0833333333333,-4.25,-13.5273078218897,5.02940857052295,1.52824927201794,-7.64171303588468,-2.20021111538133,-7.14094897015024
0,0,-45.75,-18.9166666666667,-9.05524747756083,6.99208882969436,0.677780819158529,-9.72078103492693,-1.70398446915069,-6.20205542057542
0,0,-56.75,-26.5833333333333,-9.01343324267383,6.47172052741335,4.38007407248785,-7.54611797378993,-0.955550980929539,-6.36292544836382
0,0,-61.4166666666667,-35.4166666666667,-5.37730381633101,6.32210646354287,4.36539145937154,-8.00958428927192,-0.184330317542447,-6.39385134265562
0,0,-68.75,-9.08333333333333,-11.5371833915318,6.88441570172193,1.1378568307345,-9.56914563598034,-2.12116927231084,-6.69026298083895
0,0,-65.5833333333333,9.75,-9.76008961593256,9.42333480711043,-0.33780750582266,-6.84319586357175,-1.91283323015349,-7.20332157101466
0,0,-67.9166666666667,-16.75,-4.31900031947562,5.3861505517725,-0.390133462774188,-8.82570401548872,-1.76413329446452,-7.49718415558696
0,0,-63.75,-0.416666666666666,-14.196570630154,5.28579717141842,1.27850014451757,-7.24153432465227,-1.51212056946467,-8.0332357276148
0,0,-77.9166666666667,-5.75,-7.49991695266929,4.45142810733469,-0.114243760747566,-6.29996830929118,-2.58718491865077,-6.85623878550723
1,0,-75.75,7.25,-11.2537020035315,2.10964849983338,0.16549090011037,-8.88338078434055,-0.923554788359314,-6.39705824349299
0,0,-68.5833333333333,9.75,-10.8077075164951,7.84942488765917,0.0894379925728482,-8.02762556812651,-0.31555136401517,-6.95334302927332
0,0,-75.9166666666667,5.58333333333333,-11.1911844397467,0.656239988428594,0.272538149985748,-7.66360942880285,-1.81658481364155,-6.92625719489011
0,0,-66.25,-11.0833333333333,-10.9844431482381,8.38489638755084,1.05920564458318,-8.49809324001433,-1.57421478312844,-6.43103700199343
1,0,-61.75,-1.91666666666667,-14.1927332168092,5.40609778515192,1.36453511444692,-7.07375390860226,-1.28504916102728,-7.60494161211812
1,0,-60.75,-23.25,-6.8857184468083,9.87723317636605,2.94574107676285,-7.74514563412362,-1.24789887248333,-7.63276507071805
0,0,-56.5833333333333,-10.9166666666667,-10.7427926333495,8.29835333631872,0.634868342732454,-10.0561663134013,-1.08348503014407,-6.72355699956968
0,0,-59.75,-35.0833333333333,-5.78186171788496,6.31627179464079,4.52087118684734,-7.83982743777035,-0.291630706859075,-6.63421493562494
0,0,-51.4166666666667,-10.4166666666667,-11.0342387615187,8.62325947420436,0.399013935535531,-9.70554521144163,-1.64764297385689,-6.65861601102215
1,0,-61.4166666666667,-7.58333333333333,-12.4424688728433,7.11762776532641,0.617325249630805,-8.65783643956842,-0.158742697528247,-6.27296815527976
1,0,-75.5833333333333,-8.08333333333333,-13.8410245697917,5.35708227577168,2.22327648515116,-9.4820512467806,-2.76795013341985,-7.69554467283513
0,0,-75.4166666666667,-9.58333333333333,-13.5397365456286,4.99804050417624,1.62832176881521,-10.0081849413759,-2.79737728172658,-7.00094572354311
0,0,-48.25,-8.58333333333333,-11.4290109370215,8.45476635598234,0.0431154364303472,-8.48290212006492,-0.0936523459272597,-7.27709340768056
1,0,-59.0833333333333,-26.75,-7.89618765472248,7.65519327176835,3.86101169618718,-8.2081052245549,-0.854357365015842,-6.50716354248996
1,0,-64.9166666666667,8.08333333333333,-10.9268218570237,9.23939413472021,-0.258136056277425,-6.95197538891551,-1.5906496521304,-6.86773880296932
1,0,-68.25,-3.25,-14.4213539586216,3.94184025419753,2.17401575976927,-7.32794377987815,-2.04237517794728,-7.79952537743213
0,0,-68.5833333333333,-21.4166666666667,0.891952507734707,4.72228499477194,-2.40293440074314,-8.90376567893311,-0.649044253079979,-8.75521103537872
1,0,-52.25,-7.08333333333333,-11.2114870812574,7.66359983593891,0.376923689329915,-9.84564374277616,-1.56089536448307,-6.68677625099082
1,0,-75.25,-14.75,-5.19467719978481,9.58528022348516,1.39722977046089,-5.81625347639708,-1.78969254245019,-8.03290348747059
0,0,-72.75,-10.25,-11.6163002424191,7.09453214952572,1.20677440267805,-8.35955008082263,-2.3135774754432,-6.74912913534313
1,0,-39.9166666666667,-9.08333333333333,-7.76593367714792,9.96455659536965,0.268258334551835,-7.10723004247195,-2.23969496569984,-7.96091206064152
0,0,-56.75,2.75,-12.1889344845774,7.65459752689685,-0.0260044111708896,-7.55458629641167,-0.301154526378736,-6.60712601207439
1,0,-57.75,-9.58333333333333,-11.0956279000849,8.02084843024396,0.826279441900827,-9.96034860267436,-0.974701884764709,-6.38452773082721
0,0,-64.75,-7.75,-12.3539582376645,7.08287594895341,0.836260645446991,-8.56892492494618,-1.69376858813842,-6.05731305352474
0,0,-62.4166666666667,8.75,-10.5539840954586,8.49499132716836,0.117889406634599,-6.19190194357052,-1.70832416170787,-6.67131139307439
0,0,-48.4166666666667,-13.5833333333333,-10.4114669289954,8.2103070828336,0.120435509766939,-8.54851313205982,-0.846278978383725,-6.0112115274225
0,0,-61.25,-26.25,-6.88650990426863,9.19652101491392,3.36985172044521,-8.60522247261993,-0.967533040963922,-7.44173919170335
0,0,-54.4166666666667,-16.9166666666667,-9.76865686990315,8.29494709854877,1.25579356310603,-9.17054821315378,-1.26889994436987,-6.55699169462097
0,0,-51.75,-31.9166666666667,-7.85701154488562,4.68055556288295,3.7547255535849,-5.4565855803857,-0.0963346743948465,-4.91748083664529
1,0,-72.25,9.91666666666667,-11.1738311784283,8.94821792617968,0.636176731787547,-7.15282722589865,-2.74468099280672,-6.55250040038943
1,0,-70.5833333333333,7.41666666666667,-11.8301514033292,8.27587478458851,0.024866350426838,-7.15763976209354,0.0810366314225529,-6.5490158383497
1,0,-65.9166666666667,0.583333333333334,-15.0612379009413,3.88983096639406,2.11002114816021,-7.53642045969714,-1.73774827751442,-8.56435898070674
0,0,-67.4166666666667,-34.25,-3.45343595870184,8.7670230004893,4.0584212276187,-8.36586682429563,-0.237125538675859,-8.09230734680069
1,0,-55.0833333333333,-30.5833333333333,-8.40263527188318,5.32125168330846,4.60773768183394,-7.02033768220794,-0.752348750742255,-6.81236397270123
0,0,-53.0833333333333,-31.0833333333333,-8.17371300062027,4.61720415653095,3.86293240901713,-6.36101193680499,-0.546096350463399,-6.09038728210014
0,0,-64.75,-30.25,-5.28945287628384,9.23104307422998,3.4951146409783,-8.22046581654257,-0.597235968071915,-7.46535721593142
0,0,-67.25,-0.583333333333332,-14.8860213331652,3.61908580168279,2.29445188649118,-6.98487265427145,-1.64628154354819,-8.08209340844632
0,0,-70.75,-9.91666666666666,-11.2552543517957,7.25991287140311,0.960981921597758,-8.98357354932621,-2.35906700355737,-6.26192350090233
0,0,-50.75,-13.25,-10.8408844071437,8.88840185766132,0.461643024705907,-9.09658292203991,-1.54290260410932,-6.48795302866452
1,0,-68.5833333333333,1.58333333333333,-15.3484429158188,3.56773407266952,2.173452256905,-8.2364633050802,-1.21498683021649,-8.68969579220128
0,0,-57.0833333333333,-23.4166666666667,-9.17159568203331,7.70391130398001,3.52145162766297,-7.78160184476979,-1.27681481545422,-6.80077793520185
0,0,-61.0833333333333,-5.75,-13.7038426731567,5.80234809405036,0.985734321242906,-8.17633716204792,-0.840315628611924,-6.71141977197125
0,0,-75.5833333333333,8.08333333333333,-12.3754777026638,8.05054388458314,0.037945612623746,-7.41400171531472,-0.883563940569057,-6.86478307817914
0,0,-55.75,-5.75,-13.675628130025,6.04999020094591,0.855393754554288,-9.43077901347746,0.380653340730422,-7.0582016150118
0,0,-62.25,-31.25,-5.74703841658757,7.40910824064146,3.84536707782092,-8.35235065561313,-0.477259013905586,-6.63664499809298
0,0,-60.5833333333333,-15.9166666666667,-9.14350392327263,8.6510582797782,1.41029044129974,-8.95869568554568,-1.42117962071094,-7.39118135693645
0,0,-52.5833333333333,-5.08333333333333,-11.3897229032215,7.28115097444902,-0.225768030862966,-7.50375666182105,-0.278342273642003,-7.26142349965797
0,0,-50.25,-26.9166666666667,-7.77871583642824,3.41536248547889,3.57993166025592,-7.49332638604144,-1.08155479173381,-6.27130228127239
0,0,-75.25,9.08333333333333,-11.1262234197074,8.88989576500301,0.257338722935155,-6.63526142816249,-1.37983233645286,-6.80943724947611
1,0,-51.0833333333333,-16.0833333333333,-10.3946664106898,8.3983409058817,0.217421259493311,-8.75057456133801,-0.854888716268015,-6.17810021891487
0,0,-60.75,-7.41666666666666,-12.9879436819384,6.58055136846573,0.918968431232953,-8.95652043899434,-0.114759194676624,-6.54311601123631
0,0,-45.25,-15.0833333333333,-8.63931996324775,8.23584636556456,0.23275118837407,-9.17589845438235,-1.38808020575702,-6.92406951179495
1,0,-54.4166666666667,0.416666666666668,-12.35745939783,6.71173602235342,0.247798997315586,-7.33607875740498,-0.289627802757191,-6.71782670584843
0,0,-58.5833333333333,-7.91666666666666,-11.7830396524921,7.8110308328208,0.933553319544783,-9.26370512996119,-0.740399485884912,-6.09165608441402
1,0,-37.4166666666667,-5.91666666666666,-9.65887152147507,10.0889350237107,-0.609077050969727,-6.74766763778468,-1.49196159079433,-7.22677167632556
0,0,-65.0833333333333,-25.9166666666667,-5.10678745010377,8.01420700336837,1.94372683873197,-8.48956501211035,-0.878431477917134,-7.07675483064408
1,0,-38.5833333333333,-6.75,-9.5983237688117,9.7388649547009,-0.432197650909286,-7.10341497545026,-1.12097893783786,-7.16462216353553
0,0,-72.9166666666667,10.25,-6.82287220165311,0.21912554084234,-1.29702719804662,-8.26518861109989,-0.8440347662518,-5.13620903347283
0,0,-71.25,-16.5833333333333,-1.22922728029639,4.71177861987706,-2.37114453505793,-8.68136046726572,-1.71280158856789,-8.50238507603049
0,0,-58.75,-11.0833333333333,-10.2707449963148,8.03900523104418,0.593975938923204,-9.81572830036916,-1.1385827662239,-6.41969997309459
1,0,-52.25,-10.5833333333333,-10.998468655751,8.6591107917903,0.736219533278131,-10.1770553871288,-1.53707987884204,-6.7044619296754
0,0,-75.0833333333333,-3.08333333333333,-14.1646158892383,4.07545419657718,2.71518639057505,-7.1281063351578,-2.68882375598402,-8.31090047886002
0,0,-47.5833333333333,-14.5833333333333,-9.50867089035219,6.98445423996739,-0.290812287061303,-8.09328775117913,-0.877683123163623,-5.58992626135011
0,0,-48.0833333333333,-6.91666666666666,-11.2571776338077,8.10810456027755,-0.0074907585972455,-7.88893737559167,-0.247544690571659,-7.08954952095185
1,0,-54.5833333333333,-32.5833333333333,-7.04541135247443,5.21677767432632,4.25102616277125,-6.95530084057391,-0.293038071229261,-6.65152259222451
0,0,-56.75,4.91666666666667,-13.2416288265336,6.52035484797953,0.806737450025549,-7.2040153064162,-0.664887140648561,-6.49315348297862
0,0,-61.4166666666667,3.08333333333333,-12.2226435874833,7.82811640183779,-0.454323617725906,-7.4811063451067,-0.307110483199934,-7.63266280948656
0,0,-57.4166666666667,-35.5833333333333,-5.82126965539664,5.44985471893847,4.37587709534353,-6.30644073824999,-0.326930113407374,-5.83952115712169
0,0,-57.4166666666667,3.08333333333333,-12.2555715452961,7.47250747348435,0.21744682345636,-7.45074392265066,-0.40579732531091,-6.47926996796044
0,0,-75.5833333333333,5.75,-12.2515298395694,5.1066351201547,0.7565584817768,-7.86362448517696,-1.64019371706929,-7.26971836403707
1,0,-52.0833333333333,-25.5833333333333,-8.51192436010723,3.54879588594397,3.58718619077988,-7.96292285951337,-1.2003534696645,-6.82654986277105
0,0,-58.9166666666667,4.08333333333333,-12.2093311165941,7.6467093623782,0.129878530422935,-7.14568703583043,-0.980611087237418,-6.49565014884517
1,0,-50.25,-13.4166666666667,-10.7808700595624,8.67753957134784,0.347394013280668,-8.97019127645623,-1.47658193837007,-6.34841550942383
0,0,-79.75,-0.75,-11.878398757136,6.94930937942218,-0.336868272038676,-9.73970632413107,-2.02907522216282,-5.648201789716
0,0,-77.75,2.25,-17.6281368531519,0.46531049725784,3.71726667066192,-8.71163250352209,-2.29537576724826,-9.69961972430254
1,0,-40.9166666666667,-13.5833333333333,-7.96971115401006,8.57626266935574,0.153994753100058,-6.44023150651567,-2.12743950038146,-6.93481081759958
1,0,-66.75,-18.5833333333333,-0.0432528112463708,3.35471570528343,-1.25034135118692,-9.26554475239341,-0.954931822208305,-7.84605167163435
0,0,-52.75,-2.41666666666667,-12.5083896235111,7.44038124563437,-0.354137796296378,-6.95191048187267,-0.00270062091539517,-7.02278438806367
0,0,-46.4166666666667,-20.9166666666667,-8.51474319837028,5.97758342453089,1.08243509430397,-9.50289657217881,-1.56196913869238,-5.9162611248061
1,0,-74.4166666666667,-5.41666666666666,-13.3790131238588,6.01468357277076,2.00281815176351,-7.57638164822528,-2.63317174920144,-7.40859333174912
0,0,-68.4166666666667,0.416666666666668,-15.7542111038696,2.64484479226137,2.70564889852439,-7.88452785386854,-1.70594209751246,-8.96801978370937
0,0,-58.4166666666667,-26.9166666666667,-8.60532460409637,7.14188792737153,4.00229351136999,-7.70362067088965,-0.77162666079862,-5.99210060118076
1,0,-59.4166666666667,-11.4166666666667,-10.2433153144412,7.60870565751172,0.54440168199645,-9.90379418934068,-1.07237546488529,-6.29387335274153
0,0,-67.9166666666667,-22.5833333333333,2.13101999070687,3.12171714572965,-2.31216335726972,-9.00489230082649,-0.622857527436251,-8.54455987502986
0,0,-46.4166666666667,-20.5833333333333,-8.49345414840079,6.09221586237018,1.00585166233799,-9.59747539509879,-1.49522494031723,-5.95141795720313
0,0,-56.9166666666667,4.08333333333333,-13.0203970420641,6.80389455644106,0.507765865189608,-7.50990546599188,-0.152668137384402,-6.34699411694692
1,0,-40.75,-4.08333333333333,-9.98552736184686,8.04257900396309,-1.20620701590559,-7.79493156343626,0.242754066708825,-7.50547768717362
1,0,-54.4166666666667,2.75,-12.6261398727917,6.57425803433966,0.207192344527463,-7.4331185987165,0.0511770266830099,-6.58504307285356
0,0,-75.4166666666667,-0.583333333333332,-13.873492741969,4.66525240422743,1.79278690884784,-7.23987716493271,-1.3530883320632,-7.62248274660779
0,0,-59.5833333333333,-31.25,-6.78555892344534,7.15694012137905,4.34057886128935,-7.83335329799301,-0.41850311942095,-6.35571983538212
0,0,-39.0833333333333,-12.5833333333333,-9.5248652249434,6.4070474595372,1.62667913867657,-4.9705408960163,-1.40759654855129,-5.70732304763654
1,0,-60.9166666666667,-12.75,-9.84539105526074,7.39628053518009,0.597270212190738,-9.39783739833825,-1.39753853470886,-6.35133179713179
0,0,-38.5833333333333,-5.58333333333333,-9.90564639581643,10.2980011642377,-0.8638888159825,-6.66925953026769,-1.48691597020786,-7.52348703555393
0,0,-54.75,-26.75,-8.61002446425403,5.56017261618484,4.16733995098619,-7.97565540521303,-1.04013071289806,-7.06662481150807
1,0,-48.5833333333333,-7.41666666666666,-11.3530402552561,8.21396996897749,0.103769411230584,-7.91101213071961,-0.193821208662405,-7.23282724133096
0,0,-63.5833333333333,-0.916666666666666,-13.9251267448355,5.52366306363754,1.09484591064056,-7.08014534304023,-1.41312428724569,-7.9374811290669
1,0,-56.4166666666667,-3.58333333333333,-13.9374265840145,6.11588809879582,0.423674443949289,-7.71157356043632,0.370015516788207,-7.4228918277323
0,0,-44.5833333333333,-13.4166666666667,-8.48358633809247,8.96062790080562,0.0604126249799779,-8.3469055710645,-1.70102662574939,-7.24416127052215
1,0,-57.25,-3.41666666666666,-13.3604856848723,6.48962781880198,0.797308012667521,-6.75175627019928,-0.541687990264262,-7.09594494047798
0,0,-40.75,-12.0833333333333,-7.99882280069835,7.48032340887689,0.977211854499872,-5.90715730162768,-2.19476780945436,-6.86251698894436
0,0,-67.4166666666667,2.25,-15.6219486781684,4.03076332841285,1.89743272287331,-9.39036333243664,-0.761325592557219,-9.33644132093685
0,0,-51.0833333333333,3.25,-14.4338818500451,5.85438830430759,-0.0458291645150709,-8.61650675912479,2.56694125773449,-6.56169665837219
0,0,-57.4166666666667,-33.25,-7.11462995570598,5.72780434739191,4.93540189790673,-7.11961380874439,-0.429234936924247,-6.29006065694944
0,0,-48.75,-13.25,-10.4161916550094,8.85633638681176,0.154031200913156,-8.42768209393366,-0.950950088546895,-6.35254489027336
0,0,-43.5833333333333,-15.75,-8.36063318898547,9.06674419338988,0.313972867149663,-8.2505822006797,-1.85959539268183,-7.13682374433391
0,0,-61.4166666666667,-12.5833333333333,-9.78369348343872,7.60222107007268,0.590918173199281,-9.26226720924664,-1.48097968489632,-6.47659327840892
0,0,-57.5833333333333,-7.08333333333333,-11.8928963053251,7.39559132502055,0.991618094667044,-9.41640674677155,-0.748229443835524,-5.97862855856802
0,0,-50.0833333333333,-29.75,-8.90382393939933,3.75112711261144,3.8751329612064,-5.23531259384636,-0.62594053249731,-5.04650882094844
0,0,-52.4166666666667,-28.4166666666667,-9.0384933568111,3.99803203179666,3.86896954904812,-6.9411778688534,-0.986506853545039,-6.37986561653119
0,0,-46.4166666666667,-20.0833333333333,-8.3973386095837,6.52887145595598,1.11627260907731,-9.78778636160726,-1.50554661211827,-6.16966776573544
1,0,-63.0833333333333,9.75,-11.3483624867248,8.26515691388668,0.625374594168055,-7.41869961224757,-2.29614634905669,-6.61693643761312
0,0,-51.4166666666667,-0.25,-13.145668484946,6.88011647125146,0.0483688318460583,-6.81411792993757,0.279029871697649,-6.5334059752642
1,0,-62.5833333333333,-19.25,-7.52437809483016,10.1748142018299,1.92059846659424,-7.39182372494287,-1.85532828937288,-7.84328261309519
0,0,-60.25,2.25,-12.0106618072378,7.51277537576839,-0.665527463031216,-7.37457234485128,0.0499238493929688,-7.30106383044645
0,0,-79.4166666666667,0.25,-13.2285709831234,5.45953117599068,0.625841573166382,-9.94697723078073,-2.42604006040136,-5.05913528191763
0,0,-66.75,-20.4166666666667,-0.146381306180935,5.4555428999584,-0.661496896267322,-9.06427648963311,-0.715746202499761,-8.61729434476029
1,0,-42.4166666666667,-9.75,-8.64519111872356,10.4138702837933,-0.12244597361934,-7.25821691537592,-2.28774094249935,-8.14214997597972
0,0,-54.25,-15.75,-9.50180385090314,7.121859221657,1.31334141643982,-10.5786282874729,-1.66766969626582,-6.18220002424439
1,0,-49.4166666666667,-21.0833333333333,-8.71589944284098,7.55110181730352,1.46674495465291,-8.96063419641675,-1.91250057280736,-6.61900022085766
